claim,evidenceUrl,snippet,relevance,labelDescription
Just over 5% of pupils in the UK were educated at grammar schools in 2016.,https://journals.openedition.org/dhfles/4089,"1 On the status and teaching of French in England, 1000-1600 (Kibbee 1991), and, for the teaching of (...) 1Given the theme of this volume (languages “in competition”), it is worth making clear from the outset that as far as the British Isles are concerned, there was no real “competition” amongst the foreign languages, at least not in the sense of a close contest. Although German certainly did have to compete with French for attention, the competition was a very uneven one. French had, for historical reasons, always been the first foreign language in Britain. For centuries after the Norman Conquest, Britain was characterized by French-English diglossia among the elite (even French-English-Latin triglossia) and French still had the status of a lingua franca in European court circles well into the eighteenth century (Rjéoutski, Argent & Offord 2014). I should also warn that I am a Germanist whose interest in this subject began with the history of German teaching and learning – my perspective is rather that of looking at the position of German in comparison to French, rather than an even-handed evaluation of the two. The underlying research for the detailed history of French in schools since 1850 has not yet been done .

2German first began to compete with French for prestige, at least, if not for numbers of learners, from the mid-eighteenth century onwards, as it was increasingly recognized as a literary language alongside French (for more detail on the period up to 1850 (McLelland in press 2015). Gebhard Wendeborn, Minister for the German chapel on Ludgate Hill, London, summed up the changing status of German compared to French in Europe of the 1770s in his Elements of German Grammar as follows:

The French, who in general are thought to be rather partial to their own productions, have lately begun to study the German language, and to think favourably of German literature; against which they formerly entertained great prejudices. Among the English the German has been hitherto very little known; but there is reason to expect, that within a few years, even in this country [i.e. England], so famous for the improvement and patronage of the arts and sciences, the language and the literature of the Germans will no more be looked upon with indifference. (Wendeborn 1774: VIII)",0,Supports
Just over 5% of pupils in the UK were educated at grammar schools in 2016.,https://researchbriefings.files.parliament.uk/documents/SN01398/SN01398.pdf,Designated grammar schools are permitted to continue to select pupils on the basis of their public education for England and Wales for the year 1950.,0,Supports
Just over 5% of pupils in the UK were educated at grammar schools in 2016.,https://www.bbc.com/news/education-34535778,"Grammar school places are to increase in Kent, but the education England is to get its first ""new"" grammar school for five decades after",1,Supports
Just over 5% of pupils in the UK were educated at grammar schools in 2016.,https://www.bbc.com/news/uk-northern-ireland-41603375,"The joint chief executive of AQE, Stephen Connelly said they had 8,100 entrants but only 7,990 available places in the 34 grammar schools",0,Supports
Just over 5% of pupils in the UK were educated at grammar schools in 2016.,https://www.dailymail.co.uk/news/article-10821507/Grammar-school-head-recorded-saying-N-word-telling-student-using-racial-slur.html,"Police investigated a head teacher for saying the N-word while in the process of telling a student off for using it.

Mark Tomkins was explaining to a student at Maidstone Grammar School, in Kent, why the racial slur is inappropriate but did not know he was secretly being recorded on an Apple Watch.

The minute-long recording between Mr Tomkins and one of the students, was shared on Instagram and later reported to police",0,Supports
Just over 5% of pupils in the UK were educated at grammar schools in 2016.,https://www.dailymail.co.uk/tvshowbiz/article-10832017/Karl-Stefanovic-reveals-crude-nickname-bullied-high-school.html,"He may be one of Australia's most famous TV presenters.

But back in the day Karl Stefanovic was just another child in the playground being picked on for his European-sounding last name.

The Today host, 47, revealed on KIIS FM's 3pm Pick-Up on Thursday that school bullies used to call him 'Karl Step-on-my-d**k'.",0,Supports
Just over 5% of pupils in the UK were educated at grammar schools in 2016.,https://www.suttontrust.com/wp-content/uploads/2019/12/AccesstoAdvantage-2018.pdf,"independent schools in England are for Oxford or Cambridge, compared to 5% selective universities, but the other had only 65% of its students doing so.",0,Supports
Just over 5% of pupils in the UK were educated at grammar schools in 2016.,https://www.theguardian.com/education/2016/feb/24/privately-educated-elite-continues-to-take-top-jobs-finds-survey,"Award-winning British actors are more than twice as likely to have had school, just 19% of British winners at the Brit music awards were",0,Supports
Just over 5% of pupils in the UK were educated at grammar schools in 2016.,https://www.theguardian.com/education/2016/sep/20/grammar-schools-play-europe-top-education-system-finland-daycare,"In Finland children don't start school until they are seven, endorsed for younger pupils only in the UK, are universally provided.",0,Supports
Just over 5% of pupils in the UK were educated at grammar schools in 2016.,https://www.thetimes.co.uk/,"Spending too little time on social media can have a negative effect on the mental health of teenagers, Irish researchers have found. A study by sociologists at Trinity College Dublin found that teenagers should spend no more than two hours on social media during the week and three hours at weekends to keep their mental health in check.Spending too little time on social media can have a negative effect on the mental health of teenagers, Irish researchers have found. A study by sociologists at Trinity College Dublin found that teenagers should spend no more than two hours on social media during the week and three hours at weekends to keep their mental health in check.Spending too little time on social media can have a negative effect on the mental health of teenagers, Irish researchers have...",0,Supports
Just over 5% of pupils in the UK were educated at grammar schools in 2016.,https://www.varsity.co.uk/news/19469,"King's College slipped behind Selwyn into second in terms of proportion of state educated students taken in this year Antoine Taveneaux/Wikimedia

Despite modest improvements, the University of Cambridge’s intake continues to see gendered, racial, school-type and regional disparities in applicant’s success rates across colleges and subjects.

The University’s latest admissions statistics, published on Thursday of last week (11/05), refer to applications made for undergraduate courses starting in October 2019 or deferred entry for October 2020.",0,Supports
Kang and Kodos were candidates in the 2016 US presidential race.,https://billypenn.com/2022/05/08/procrastinators-guide-may-primary-election-2022-philadelphia/,"Kenyatta, whose profile was raised during the 2020 election when he was an of Pennsylvania and ran previously for U.S. Senate in 2016.",0,Supports
Kang and Kodos were candidates in the 2016 US presidential race.,https://en.wikipedia.org/wiki/Kang_and_Kodos,Kang and Kodos Johnson are a duo of fictional recurring characters in the animated television series The Simpsons. Kang is voiced by Harry Shearer and Kodos ...,1,Refutes
Kang and Kodos were candidates in the 2016 US presidential race.,https://gothamist.com/news/chris-christie-makes-america-great-again-for-bullies-by-endorsing-donald-trump,"Every fictional presidential race is less weird than this one. Yes, I'm including Kang v. Kodos. — daveweigel (@daveweigel) February 26, 2016.",1,Refutes
Kang and Kodos were candidates in the 2016 US presidential race.,https://nevalalee.wordpress.com/2016/07/18/beyond-kang-and-kodos/,"You have to vote for one of us! Man: Well, I believe I'll vote for a third-party candidate. Kang: Go ahead—throw your vote away!",0,Refutes
Kang and Kodos were candidates in the 2016 US presidential race.,https://theconversation.com/maine-ballot-initiative-would-let-voters-rank-candidates-67694,"In a 1996 “Simpsons” episode, evil aliens Kodos and Kang secretly U.S. Justice Department then as a law professor teaching election law.",1,Refutes
Kang and Kodos were candidates in the 2016 US presidential race.,https://www.elgaronline.com/view/9781788117500/chapter07.xhtml,"If there are 3 or more candidates, it is possible for no one candidate to win a majority. In the U.S., the oldest and most common system",0,Supports
Kang and Kodos were candidates in the 2016 US presidential race.,https://www.mtv.com/news/2859488/tedcyclopedia-volume-one/,"Indeed, next to Trump, Cruz is the candidate who already most resembles a Simpsons for president of the United States are rather narrow.",0,Refutes
Kang and Kodos were candidates in the 2016 US presidential race.,https://www.ozy.com/news-and-politics/dont-vote-please-do-complain/68718/,"Homer shows up to a presidential debate to proclaim: “America, to have the “choice” between the most hated candidate in the nation",0,Refutes
Kang and Kodos were candidates in the 2016 US presidential race.,https://www.pastemagazine.com/tv/the-simpsons/10-politically-themed-simpsons-episodes-to-get-you/,"It's been a trying election season. Kang and Kodos kidnap Bill Clinton and Bob Dole from the campaign trail, and replace them to run for",0,Refutes
Kang and Kodos were candidates in the 2016 US presidential race.,https://www.record-eagle.com/news/local_news/troy-reimink-simpsons-classic-citizen-kang-explains-why-we-sometimes-have-to-vote-for-kodos/article_66154db7-f93e-57fd-96a3-3c43ae819bfd.html,"Do we fight for the candidate who inspires us but has no way to win, The Kang and Kodos in this election are not equivalently bad.",1,Refutes
Kang and Kodos were candidates in the 2016 US presidential race.,https://www.theverge.com/2016/11/8/13565338/sci-fi-politics-election-day-2016,"We are. It's Election Day here in the states, and American citizens are Here, evil aliens Kang and Kodos pose as Clinton and Republican",1,Refutes
Kang and Kodos were candidates in the 2016 US presidential race.,https://www.washingtonpost.com/news/arts-and-entertainment/wp/2016/11/08/election-day-5-classic-television-clips-that-sum-up-voting-in-2016/,The Simpsons: “Don't blame me. I voted for Kodos.” Presidential candidates Bill Clinton and Bob Dole are revealed to be aliens in disguise,1,Refutes
"Louisiana Sen. Mary Landrieu ""received almost $1.8 million from BP over the last decade.""",https://www.politifact.com/article/2010/may/06/did-hayworth-challenge-push-mccain-flip-amnesty/,"U.S. Sen. John McCain (R-AZ) speaks ""Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade."" pants-fire.",1,Supports
"Louisiana Sen. Mary Landrieu ""received almost $1.8 million from BP over the last decade.""",https://www.politifact.com/factchecks/2009/dec/11/sarah-palin/copenhagen-treaty-allows-emerging-economies-more-c/,"A Senate bill would require a 20 percent cut. ""Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade.",1,Supports
"Louisiana Sen. Mary Landrieu ""received almost $1.8 million from BP over the last decade.""",https://www.politifact.com/factchecks/2009/jun/01/michael-steele/rnc-chairman-michael-steele-claims-government-will/,"stated on May 5, 2010 a broadcast of the Ed Show: ""Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade."".",1,Supports
"Louisiana Sen. Mary Landrieu ""received almost $1.8 million from BP over the last decade.""",https://www.politifact.com/factchecks/2009/jun/04/john-barrasso/sen-john-barrasso-claims-democrats-against-drillin/,"stated on May 5, 2010 a broadcast of the Ed Show: ""Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade."".",1,Supports
"Louisiana Sen. Mary Landrieu ""received almost $1.8 million from BP over the last decade.""",https://www.politifact.com/factchecks/2009/oct/27/mary-matalin/matalin-claims-earth-cooling/,"""Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade."" pants-fire. By Catharine Richert • May",1,Supports
"Louisiana Sen. Mary Landrieu ""received almost $1.8 million from BP over the last decade.""",https://www.politifact.com/factchecks/list/?category=oil-spill&ruling=pants-fire,"stated on May 5, 2010 in a broadcast of the Ed Show: ""Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade."" pants-fire.",1,Supports
"Louisiana Sen. Mary Landrieu ""received almost $1.8 million from BP over the last decade.""",https://www.politifact.com/staff/catharine-richert/,"""Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade."" pants-fire. By Catharine Richert • May 14, 2010. Mary Landrieu.",1,Supports
Mark Zuckerberg is the richest man in tech.,https://finance.yahoo.com/news/much-mark-zuckerberg-worth-110002237.html,"Ben Margot/AP

Nearly 20 years have passed since Mark Zuckerberg co-founded Facebook with friends at Harvard. Building on an idea that Zuckerberg, the primary developer, had in 2003, he registered the URL thefacebook.com in January 2004. And it took off.

What started off as a campus site, Facebook had 2.94 billion monthly active users as of March 31, 2022, according to the quarterly report issued in April by parent company Meta Platforms. And it's still growing, even if revenues haven't. That figure represented a year-over-year increase of 3%.",0,Supports
Mark Zuckerberg is the richest man in tech.,https://finance.yahoo.com/news/much-mark-zuckerberg-worth-224844219.html,"Facebook

Nearly 20 years have passed since Mark Zuckerberg co-founded Facebook with friends at Harvard. Building on an idea that Zuckerberg, the primary developer, had in 2003, he registered the URL thefacebook.com in January 2004. And it took off.

What started off as a campus site, Facebook had 2.94 billion monthly active users as of March 31, 2022, according to the quarterly report issued in April by parent company Meta Platforms. And it's still growing, even if revenues haven't. That figure represented a year-over-year increase of 3%.",0,Supports
Mark Zuckerberg is the richest man in tech.,https://www.barrons.com/articles/warren-buffett-richest-mark-zuckerberg-tech-slump-51643380864,Tech stock investors nursing heavy losses so far this year may want to seek solace with a quick glance at the latest world's richest person,0,Supports
Mark Zuckerberg is the richest man in tech.,https://www.bbc.com/news/business-31694951,"Facebook's Mark Zuckerberg moves up five places in the rankings to number 16, with a net worth of $33.4bn. This is the first time he has",1,Supports
Mark Zuckerberg is the richest man in tech.,https://www.bbc.com/news/business-31694951,She has been declared the richest woman in the world for five of the last six years by Forbes. Facebook's Mark Zuckerberg moves up five places,0,Supports
Mark Zuckerberg is the richest man in tech.,https://www.bbc.com/news/technology-53571562,"Mark Zuckerberg (Facebook), Sundar Pichai (Google), Jeff Bezos - the world's richest man - has never testified before either house.",0,Supports
Mark Zuckerberg is the richest man in tech.,https://www.bloomberg.com/news/articles/2022-01-27/warren-buffett-overtakes-mark-zuckerberg-as-tech-fortunes-slide,"The net worth of Elon Musk, the world's richest person, plummeted $25.8 billion on Thursday, the fourth-steepest one-day fall in the history of",0,Refutes
Mark Zuckerberg is the richest man in tech.,https://www.businessinsider.in/thelife/personalities/news/the-rise-and-fall-of-zuck-from-the-third-richest-person-in-the-world-to-eighteenth-zuckerbergs-fall-reflects-that-of-facebooks/articleshow/91147088.cms,"Mark Zuckerberg , once the third richest person in the world, is now over a dozen positions lower in the list of world’s billionaires.

, once the third richest person in the world, is now over a dozen positions lower in the list of world’s billionaires. Zuckerberg’s fortunes have declined rapidly, more so after Facebook reported its first-ever user decline in the December 2021 quarter.

reported its first-ever user decline in the December 2021 quarter. Since July last year, Zuckerberg’s wealth and Facebook’s market capitalisation have both declined by over 50%.",1,Refutes
Mark Zuckerberg is the richest man in tech.,https://www.dailystar.co.uk/tech/news/teen-tracking-elon-musk-putin-27010568,"Something went wrong, please try again later.

Sign up to FREE email alerts from Daily Star - Gaming Something went wrong, please try again later. Invalid Email Subscribe

A US teen notorious for publicly tracking the movements of billionaires' private jet says he is now tracking Facebook founder Mark Zuckerberg's private jet with 'complete' accuracy.",0,Refutes
Mark Zuckerberg is the richest man in tech.,https://www.forbes.com/sites/kenrickcai/2021/10/05/richest-us-tech-billionaires-2021-forbes-400-list/,"Amazon founder Jeff Bezos is the first person in Forbes 400 history to amass a $200 billion fortune. Mark Zuckerberg, meanwhile, surpassed",1,Supports
Mark Zuckerberg is the richest man in tech.,https://www.forbes.com/sites/rachelsandler/2022/04/05/here-are-the-richest-tech-billionaires-2022/,"Six of the world's richest people hail from tech: Amazon founder Jeff Bezos, shifting people like Meta CEO Mark Zuckerberg and Snapchat",0,Supports
Mark Zuckerberg is the richest man in tech.,https://www.scmp.com/magazines/style/celebrity/article/3103093/bill-gates-elon-musk-mark-zuckerberg-and-jeff-bezos-top,Meet the tech tycoons as ranked by their net worths sourced from the Bloomberg Billionaires Index. Amazon CEO Jeff Bezos is the richest man,1,Refutes
Mark Zuckerberg is the richest man in tech.,https://www.thesun.co.uk/tech/18617099/teen-tracking-elon-musk-jet-mark-zuckerberg-aircraft/,"THE U.S. teen who ruffles the feathers of billionaires by tracking their private jets says he's pinpointed Mark Zuckerberg's aircraft.

Jack Sweeney said Wednesday that a Twitter account he created to monitor the plane's whereabouts is now ""completely accurate"".

Well jackpot @ZuccJet should be completely accurate now. We’ve found Mark Zuckerberg’s jet N68885. Numerous trips point it being his. pic.twitter.com/ycxsXoddqT — Jack Sweeney (@JxckSweeney) May 18, 2022",0,Supports
Mark Zuckerberg is the richest man in tech.,https://www.vanityfair.com/news/2019/11/how-mark-zuckerberg-became-the-most-reviled-man-in-tech,"For years, Zuckerberg was perceived in Silicon Valley as a bold and This Town”: How Mark Zuckerberg Became the Most Reviled Man in Tech.",0,Refutes
Mark Zuckerberg is the richest man in tech.,https://www.washingtonpost.com/technology/2021/03/12/musk-bezos-zuckerberg-gates-pandemic-profits/,"Elon Musk, Jeff Bezos, Mark Zuckerberg and six other tech titans made Amazon's Jeff Bezos for the title of world's wealthiest person.",1,Supports
Mark Zuckerberg is the richest man in tech.,https://www.wsj.com/articles/mark-zuckerbergs-net-worth-drops-by-31-billion-after-facebook-parent-metas-stock-decline-11643987488,He's Now the 10th Richest Person in the World. Facebook parent Meta Platforms' stock decline slashed the net worth of the company's founder to,1,Refutes
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://ccsi.columbia.edu/content/primer-international-investment-treaties-and-investor-state-dispute-settlement,"What is Investor-State Dispute Settlement (ISDS)? IITs allow foreign investors In most cases, investors are not required to attempt to resolve disputes",0,Refutes
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://piie.com/publications/chapters_preview/7137/11iie7137.pdf,"The World Investment Report. 2015 highlights that, to date, US firms have brought more cases against foreign states than any other country, some 124 cases ...",1,Supports
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://unctad.org/en/PublicationsLibrary/wir2020_en.pdf,Several countries have tightened foreign investment screening Most of the 55 publicly known ISDS cases initiated in 2019 were brought.,0,Supports
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://unctad.org/system/files/official-document/wir2021_en.pdf,"The number of ISDS cases surpassed 1,100. Most of the 68 publicly known ISDS cases initiated in 2020 were brought under IIAs signed before",1,Supports
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2014/May/Remarks-by-Ambassador-Froman-at-German-Federal-Ministry-Economic-Affairs-Energy,"And throughout this process, the United States has been a close More than half of all ISDS cases have been brought by European firms.",1,Supports
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://www.bbc.com/news/business-32116587,"Most of these empower investors to launch ISDS actions. So far, approximately 600 actions have been launched - though not all are reported.",0,Supports
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://www.brookings.edu/wp-content/uploads/2018/08/India%E2%80%99s-Model-Bilateral-Investment-Treaty-2018.pdf,"the number of BITs across the world – from 500 in 1990s to more than 3,324 by the Globally, there has been a steady increase in the number of ISDS cases",0,Supports
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://www.cambridge.org/core/journals/transnational-environmental-law/article/regulatory-chill-in-a-warming-world-the-threat-to-climate-policy-posed-by-investorstate-dispute-settlement/C1103F92D8A9386D33679A649FEF7C84,"Recently, there has been a surge of ISDS cases launched by renewable energy the United States (US) Obama administration's rejection of a",0,Supports
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://www.cambridge.org/core/journals/transnational-environmental-law/article/regulatory-chill-in-a-warming-world-the-threat-to-climate-policy-posed-by-investorstate-dispute-settlement/C1103F92D8A9386D33679A649FEF7C84,"The United Nations Conference on Trade and Development (UNCTAD) has Recently, there has been a surge of ISDS cases launched by renewable",0,Supports
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://www.cambridge.org/core/journals/transnational-environmental-law/article/regulatory-chill-in-a-warming-world-the-threat-to-climate-policy-posed-by-investorstate-dispute-settlement/C1103F92D8A9386D33679A649FEF7C84,"The system of investor-state dispute settlement (ISDS) found in over 3,000 Recently, there has been a surge of ISDS cases launched by",1,Supports
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://www.cfr.org/backgrounder/how-are-trade-disputes-resolved,"U.S. President Donald J. Trump has long criticized trade dispute brought more cases to the WTO than any other country during that time,",0,Supports
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://www.citizen.org/wp-content/uploads/eu-isds-liability.pdf,U.S. firms have launched far more ISDS cases than firms from any other country in the world – more than twice as many as those launched by firms from the ...,1,Supports
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://www.citizen.org/wp-content/uploads/eu-isds-liability.pdf,nature of U.S. companies. U.S. firms have launched far more ISDS cases than firms from any other country in the world – more than twice as many as those ...,1,Supports
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://www.piie.com/blogs/trade-investment-policy-watch/senator-warren-distorts-record-investor-state-dispute,"These claims, and some other criticisms of the TPP, have no of ISDS provisions that have been in existence for more than 50 years.",1,Refutes
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://www.qmul.ac.uk/modules/?module=MTH6130,"Comparative Immigration Law Law SOLM174 Semester 1 7 No Comparative Immigration Law Credits: 15.0

Contact: Dr Prakash Shah

Description: This module relates developments in migration law to wider socio-political developments including decolonisation, nationalism, and economic demands; race and ethnicity in immigration laws; marriage and families in immigration law; gender and spouses in migration laws; international and comparative refugee law; how states compete for skilled migrants; immigration law as an aspect of Europeanisation; how states create and deal with irregular migration. Assessment: Item 1: 100% Independent research essay (3000-4000 words) Level: 7",0,Supports
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://www.qmul.ac.uk/modules/?module=MTH6130,"Solar System Physical and Chemical Sciences SPA7022P Semester 1 7 No Solar System Credits: 15.0

Contact: Dr Richard Donnison

Description: ""As the planetary system most familiar to us, the Solar System presents the best opportunity to study questions about the origin of life and how enormous complexity arise from simple physical systems in general. This module surveys the physical and dynamical properties of the Solar System. It focuses on the formation, evolution, structure, and interaction of the Sun, planets, satellites, rings, asteroids, and comets. The module applies basic physical and mathematical principles needed for the study, such as fluid dynamics, electrodynamics, orbital dynamics, solid mechanics, and elementary differential equations. However, prior knowledge in these topics is not needed, as they will be introduced as required. The module will also include discussions of very recent, exciting developments in the formation of planetary and satellite systems and extrasolar planets (planetary migration, giant impacts, and exoplanetary atmospheres)."" Assessment: Item 1: 10% Coursework",0,Supports
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://www.qmul.ac.uk/modules/?module=MTH6130,"WTO Law Domestic Regulations and Trade Remedies Law SOLM193 Semester 2 7 Yes WTO Law Domestic Regulations and Trade Remedies Credits: 30.0

Contact: Dr Gabriel Gari

Description: The module covers WTO rules and principles on domestic regulations (technical standards, rules on services, intellectual property protection) and on trade remedies to protect domestic industries against both fair and unfair trade (safeguards, anti-dumping duties and countervailing duties). It examines how WTO rules, as interpreted by adjudicators, seek to balance the tensions between free trade obligations and the right to regulate in pursuance of national policy objectives and free trade and unfair trade. On completion of the module, students should be able to advice public authorities, private companies or civil society organisations on the consistency of trade defence measures and domestic regulations affecting international trade with WTO Law and on the remedies available for breaches of WTO Law. Students which are not familiar with WTO law are strongly advised to take SOLM192 WTO Law: Fundamental Principles. Assessment: Item 1: 100% Examination (3 hours 15 mins) Level: 7",0,Supports
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://www.wto.org/english/tratop_e/dispu_e/dispu_e.htm,"The WTO has one of the most active international dispute settlement mechanisms in the world. Since 1995, 612 disputes have been brought to the WTO and over ...",0,Supports
More ISDS cases have been launched by companies from the United States than any other country in the world.,https://www.wto.org/english/tratop_e/dispu_e/dispu_status_e.htm,Type in a dispute number then click “Go” or click on the case (“DS”) number below DS574 United States — Measures relating to trade in goods and services.,0,Supports
Obama broke his promise to extend child credits and marriage-penalty fixes.,http://www.taxhistory.org/www/features.nsf/Articles/70979E60863F88508525744B005A15A7?OpenDocument,"(As of May 5, 2008) Topic John McCain Barack Obama Hillary Clinton Double the personal Create a new Extend child marriage penalty.",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://abcnews.go.com/US/,"Gun homicides increased 35% across the U.S. during the first year of the pandemic to the highest level in 25 years, according to the Centers for Disease Control and Prevention.",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://abcnews.go.com/health,An abortion clinic serving women from all over the U.S. South had its license suspended this weekend under an emergency order from Florida health officials after two women who had undergone procedures at the clinic were hospitalized this year,0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://abcnews.go.com/health,"With abortion now or soon to be illegal in over a dozen states and severely restricted in many more, Big Tech companies that vacuum up personal details of their users are facing new calls to limit that tracking and surveillance",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://abcnews.go.com/health,"With one of Europe’s largest gay pride celebrations right around the corner, Spain's LGBTQ community is worried that outbreaks of monkeypox on the continent could lead to an increase of homophobic sentiment based on misunderstandings of the disease",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://abcnews.go.com/politics,Cassidy Hutchinson testified about the concerns some White House staff had about former President Donald Trump wanting to go to the Capitol with his supporters on Jan. 6.,0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://georgewbush-whitehouse.archives.gov/infocus/bushrecord/factsheets/taxrelief.html,"President Bush Trusted Americans With Their Hard-Earned Money, Doubled the child tax credit to $1,000 by 2010; Reduced the marriage penalty beginning in",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://joebiden.com/older-americans/,"On March 23, 2010, President Obama signed the Affordable Care Act into law, with Vice President Biden standing by his side, and made history. It was a victory ...",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://obamawhitehouse.archives.gov/farewell,"As his time in office comes to a close, President Obama will return to Chicago to deliver his Farewell Address on the evening of January 10,",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://time.com/6082787/democrats-sherrod-brown-ssi/,"If Democrats increase SSI benefits through reconciliation, it would be the first time SSI payments have been updated in decades.",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.aclu.org/commitment-constitution-your-messages,"Keeping the ACLU strong is a big pe\art of that. Alan - CT. Why should we ask our children to fight for Freedom for other nations, while losing our Freedoms ...",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.cbpp.org/research/federal-tax/chart-book-the-earned-income-tax-credit-and-child-tax-credit,"President Obama, House Speaker Paul Ryan (when he was House Budget Committee Chairman), and other members of Congress — including Senate Finance",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.congress.gov/113/crec/2014/07/25/CREC-2014-07-25-pt1-PgH6825.pdf,"ELIMINATION OF MARRIAGE PENALTY IN. CHILD TAX to refundable portion of child tax credit), or a vise and extend their remarks and in-.",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.dailymail.co.uk/news/index.html,"MPs have urged the aviation industry to 'get a grip now' as airlines face an investigation into claims they sold flights and holidays for the half term week without the air crew and check-in staff to cope. And with 6,000 flights to and from Britain scheduled over the weekend, peaking at just under 7,000 on Monday, the problems are predicted to be even more dire - coupled with a two-day Tube strike on June 6 and June 7 that will cripple London's Underground network as people return home and to work. Paul Charles, chief executive of travel consultancy The PC Agency, told MailOnline: 'It's for travel firms themselves to get themselves in order. Sadly, I think it will get worse because were reaching its peak in a few days. Monday is scheduled to be the busiest day since 2019, with 2,864 departures from the UK, and the same number of inbound flights - it will be the busiest day since before the pandemic.' For the past four days millions of Britons have suffered long queues at airport check-in and some even brought pillows and duvets knowing they would be forced to sleep on terminal floors. Others passed out on baggage carousels while waiting hours for their suitcases, some of which never arrived and are still missing more than 100 hours later due to a lack of ground staff. Queues snaked around terminals at Manchester, Stansted, Birmingham, Bristol, Gatwick and Heathrow in conditions described as 'hell'. The delays also spread to Eurostar at London St Pancras today where queues for check-in and security stretched for close to half a mile. And this afternoon TUI took the decision to cut 43 flights a week through June from Manchester just hours after an extraordinary video emerged revealing two police officers were drafted in to tell their irate customers their holiday to Kos was now cancelled as they queued to board the plane.",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.epbusinessjournal.com/2013/01/the-tax-agreement-a-victory-for-middle-class-families-and-the-economy/,"At this make or break moment for the middle class, the President an expanded Child Tax Credit, and marriage penalty relief—steps that",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.finance.senate.gov/ranking-members-news/grassley-analyzes-impact-of-mccain-obama-tax-plans-on-middle-class,I talked about the 1992 campaign promise of a middle class tax cut. I contrasted the promised tax cut with the 1993 tax legislation that,0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.govinfo.gov/content/pkg/GPO-OILCOMMISSION/pdf/GPO-OILCOMMISSION.pdf,"When using material or images from this report we ask that you credit this report, as well as the source of the material as indicated in this report.] ...",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.irs.gov/newsroom/year-end-giving-reminder-special-tax-deduction-helps-most-people-give-up-to-600-to-charity-even-if-they-dont-itemize,"IR-2021-214, November 3, 2021 — The Internal Revenue Service today reminded taxpayers that a special tax provision will allow more Americans",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.irs.gov/newsroom/year-end-giving-reminder-special-tax-deduction-helps-most-people-give-up-to-600-to-charity-even-if-they-dont-itemize,"Remind families about the Child Tax Credit. Besides the special charitable contribution deduction, the IRS also encourages employers to help get",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.kff.org/medicaid/issue-brief/the-coverage-gap-uninsured-poor-adults-in-states-that-do-not-expand-medicaid/,In states that do not implement the Medicaid expansion under the the minimum income eligibility for tax credits through the ACA,0,Refutes
